user_id,target_user_id,swipe_time,direction
1636,902,2024-03-08,pass
2744,4864,2024-02-03,like
4940,3121,2024-03-07,like
1395,2209,2024-03-22,pass
1119,1947,2024-02-04,like
2437,926,2024-02-06,like
1836,4601,2024-03-21,pass
2563,686,2024-02-12,like
47,3354,2024-03-29,like
4847,668,2024-02-01,pass
1052,2409,2024-02-24,pass
687,672,2024-02-19,pass
1611,3274,2024-02-04,pass
2910,1036,2024-03-02,like
758,252,2024-02-04,pass
54,375,2024-02-20,pass
2131,4082,2024-03-27,pass
1936,3051,2024-03-17,pass
1889,1110,2024-03-07,like
3639,1680,2024-02-03,pass
2334,1791,2024-02-28,pass
2022,2002,2024-03-25,pass
1604,583,2024-02-29,pass
444,4788,2024-02-18,pass
3682,4196,2024-02-10,pass
1553,898,2024-02-12,like
4365,1260,2024-03-28,pass
908,2910,2024-02-13,like
3452,1180,2024-03-08,pass
1056,2238,2024-02-23,pass
2141,1693,2024-03-04,pass
2850,2550,2024-02-02,like
595,378,2024-03-01,like
1540,3036,2024-03-06,like
154,3945,2024-03-01,pass
1618,537,2024-02-20,pass
418,4567,2024-02-26,pass
4349,3065,2024-03-22,pass
2207,4810,2024-03-05,like
4408,759,2024-03-17,like
3864,2677,2024-03-25,pass
4677,481,2024-03-20,pass
4531,2288,2024-02-24,pass
4033,1470,2024-02-17,pass
3426,3191,2024-03-29,pass
1006,361,2024-03-05,like
4361,1669,2024-03-17,pass
1032,4164,2024-03-22,pass
1018,421,2024-02-20,pass
2980,126,2024-03-08,pass
3677,2777,2024-03-23,like
4835,4878,2024-02-06,like
440,4571,2024-03-06,pass
1838,3263,2024-02-08,pass
3210,2504,2024-02-27,pass
4938,2334,2024-03-19,like
895,480,2024-02-02,like
651,245,2024-02-09,pass
2568,4779,2024-02-23,pass
1092,2229,2024-02-24,pass
2037,1226,2024-02-22,like
4242,4039,2024-02-14,like
4480,3059,2024-02-21,pass
2516,504,2024-02-12,pass
4986,1114,2024-03-24,pass
2563,2468,2024-03-31,pass
1423,1780,2024-03-10,pass
4216,639,2024-03-07,pass
3784,2331,2024-03-04,like
2798,441,2024-03-25,pass
55,1692,2024-03-24,pass
1094,4206,2024-03-26,pass
1913,4599,2024-02-01,pass
1518,1836,2024-02-23,pass
356,2475,2024-03-14,like
4870,4663,2024-03-29,pass
3010,1019,2024-03-21,pass
1261,1112,2024-03-26,pass
2266,4201,2024-03-29,pass
724,3713,2024-03-30,like
1294,4618,2024-03-21,pass
3390,4990,2024-02-03,like
4360,3627,2024-02-23,pass
3717,514,2024-03-21,pass
4440,3127,2024-03-23,pass
3881,4637,2024-02-14,like
1501,2309,2024-02-09,like
4617,1400,2024-03-25,like
1066,1986,2024-03-14,like
1838,551,2024-03-27,like
432,1175,2024-03-18,pass
1820,735,2024-02-27,pass
2378,2300,2024-03-18,pass
4372,925,2024-02-16,like
1446,3013,2024-02-25,pass
4823,2804,2024-02-28,like
1904,1164,2024-02-25,like
1916,634,2024-03-02,pass
1943,5000,2024-02-23,pass
3122,4248,2024-02-11,pass
2181,1829,2024-03-17,like
4796,676,2024-03-13,pass
585,1339,2024-03-05,like
2859,1774,2024-02-12,like
3966,1797,2024-02-27,pass
2153,1500,2024-02-27,pass
292,2450,2024-03-25,pass
1316,1750,2024-03-27,like
4093,2693,2024-03-15,pass
4208,85,2024-03-16,like
1069,3694,2024-02-20,pass
3229,2263,2024-02-09,pass
3145,1216,2024-02-08,pass
918,1692,2024-03-20,like
2629,3665,2024-03-27,like
3244,4435,2024-02-13,pass
4009,2061,2024-03-12,pass
2784,4589,2024-03-31,like
4657,4653,2024-02-01,like
1003,2850,2024-03-31,like
4983,3766,2024-03-28,pass
2428,3115,2024-02-01,like
4553,3517,2024-03-13,like
1540,2947,2024-03-26,pass
84,2395,2024-03-05,pass
1937,3476,2024-03-02,pass
3286,4214,2024-02-04,like
3463,2303,2024-02-15,pass
2407,405,2024-02-15,pass
1598,4142,2024-03-27,pass
58,2549,2024-03-27,like
4533,4593,2024-03-29,pass
2922,1912,2024-03-10,like
2812,4218,2024-02-20,like
2697,898,2024-02-04,pass
1774,4807,2024-02-22,pass
2835,3274,2024-03-29,pass
3220,4072,2024-02-14,pass
1600,1025,2024-02-21,pass
3547,592,2024-02-25,pass
3207,3952,2024-02-21,pass
4360,4797,2024-03-09,pass
4107,3412,2024-02-08,like
3940,2025,2024-02-26,pass
1921,3199,2024-03-17,pass
263,2175,2024-03-23,pass
1855,3202,2024-02-10,like
2888,2762,2024-03-13,pass
454,3163,2024-03-05,like
1255,1400,2024-03-21,like
3672,21,2024-02-13,pass
3188,3127,2024-02-16,pass
4646,912,2024-03-30,pass
199,1061,2024-03-13,pass
3815,4013,2024-02-29,pass
286,1319,2024-03-24,pass
1152,681,2024-03-19,pass
1231,4657,2024-03-03,pass
2933,4049,2024-02-18,like
258,657,2024-02-29,like
776,4506,2024-02-18,like
511,3173,2024-02-04,pass
4656,2854,2024-02-23,like
701,1446,2024-02-17,pass
4237,3881,2024-03-08,like
978,4733,2024-03-02,pass
4836,1130,2024-02-19,pass
4044,753,2024-03-06,pass
3967,1859,2024-03-27,like
1876,1609,2024-03-15,pass
3735,3393,2024-02-29,pass
213,3000,2024-03-07,like
3807,1427,2024-02-27,like
3088,14,2024-03-31,like
4484,4584,2024-02-22,like
833,4210,2024-02-10,like
798,1788,2024-03-20,pass
38,3302,2024-03-21,like
2964,3750,2024-02-24,like
1049,2603,2024-02-06,like
4947,4985,2024-03-27,like
1162,766,2024-02-23,like
1961,394,2024-02-29,pass
4157,3417,2024-03-02,like
4207,4733,2024-02-22,like
4354,3606,2024-02-03,like
1873,4200,2024-03-08,pass
135,2554,2024-03-26,like
2237,1581,2024-03-07,like
2384,4582,2024-02-06,pass
2673,1738,2024-02-17,pass
3073,4370,2024-02-02,pass
2774,2559,2024-03-27,pass
86,1007,2024-02-22,like
2128,11,2024-03-13,pass
1845,4891,2024-03-18,pass
2851,4540,2024-02-06,like
801,2468,2024-02-24,like
4003,4025,2024-02-24,pass
2223,1543,2024-02-16,like
866,4192,2024-03-20,like
2912,1624,2024-03-28,pass
1083,3374,2024-03-07,like
406,3184,2024-03-05,pass
2535,4632,2024-03-22,pass
2802,54,2024-02-07,pass
283,2741,2024-03-12,pass
737,1592,2024-03-26,pass
4552,1258,2024-03-31,pass
222,3832,2024-03-20,pass
2928,198,2024-03-25,pass
1551,4356,2024-02-22,like
1956,4275,2024-03-18,pass
3257,2279,2024-02-21,like
716,1819,2024-02-17,pass
1065,2799,2024-03-24,pass
4876,4665,2024-02-21,pass
708,4549,2024-02-27,pass
2755,4155,2024-03-16,pass
3557,3369,2024-03-27,pass
2052,1185,2024-03-08,pass
449,685,2024-02-21,pass
511,867,2024-03-12,like
46,4165,2024-02-22,pass
4427,3479,2024-03-17,pass
1161,1198,2024-03-12,like
1672,3967,2024-02-28,like
1895,1312,2024-02-26,like
1855,1588,2024-02-11,pass
1167,885,2024-02-25,pass
4681,3105,2024-02-04,like
1450,4549,2024-02-12,pass
3250,3001,2024-02-03,pass
2398,3235,2024-02-07,like
3549,1770,2024-03-23,like
3507,4329,2024-03-09,pass
3993,111,2024-03-25,like
3990,2534,2024-03-27,like
278,726,2024-03-28,pass
3957,503,2024-03-18,pass
4037,3048,2024-03-26,pass
1474,3844,2024-02-22,pass
478,2370,2024-03-04,pass
510,1374,2024-03-07,pass
757,2021,2024-02-02,pass
2971,659,2024-03-09,pass
3349,3205,2024-02-02,pass
4127,1498,2024-03-18,pass
1999,1927,2024-02-05,pass
1401,2894,2024-03-26,like
1062,3231,2024-03-25,like
4647,417,2024-02-20,like
4772,3624,2024-03-24,pass
356,3057,2024-03-17,like
3009,3199,2024-03-02,pass
4363,390,2024-03-16,pass
290,2856,2024-03-16,pass
1044,3243,2024-02-22,pass
1516,878,2024-03-11,like
2218,3018,2024-03-29,pass
13,3569,2024-02-27,pass
389,524,2024-02-15,like
1958,2820,2024-03-02,pass
2784,1139,2024-03-23,pass
3678,2875,2024-02-13,pass
3420,49,2024-02-06,pass
2405,1797,2024-02-29,like
4729,381,2024-02-25,like
1916,4504,2024-03-28,pass
3243,1902,2024-02-25,like
3241,3943,2024-02-04,pass
3756,1955,2024-02-07,pass
2205,1224,2024-02-11,pass
1348,3639,2024-03-31,like
1220,2241,2024-02-22,pass
3771,4615,2024-02-04,pass
62,15,2024-03-17,pass
498,590,2024-02-10,pass
738,4253,2024-02-08,like
915,1650,2024-03-26,like
2766,2746,2024-02-12,pass
4964,1351,2024-03-12,like
3650,3028,2024-02-25,like
2375,311,2024-02-29,pass
3848,3498,2024-02-06,pass
4618,2500,2024-02-06,like
2229,1549,2024-02-13,pass
2534,4261,2024-02-25,pass
3609,1160,2024-02-12,pass
1223,1627,2024-02-08,like
4192,2185,2024-02-08,like
4886,3022,2024-02-28,like
3633,2685,2024-02-22,pass
89,3516,2024-02-03,pass
2995,1739,2024-03-31,pass
1682,217,2024-02-18,pass
3582,3159,2024-02-10,pass
524,906,2024-03-07,pass
465,4039,2024-02-21,like
4195,845,2024-02-29,like
655,2966,2024-03-05,pass
453,1000,2024-03-12,pass
292,2545,2024-03-25,like
3669,696,2024-02-11,pass
1834,1198,2024-03-19,pass
3675,1426,2024-02-14,pass
1918,4681,2024-03-16,pass
4397,1878,2024-03-15,like
3614,317,2024-03-04,like
3879,2544,2024-03-06,pass
1210,1460,2024-02-17,pass
4126,2380,2024-02-04,pass
251,2280,2024-03-12,pass
2669,3601,2024-02-27,pass
1464,1331,2024-02-20,pass
3285,440,2024-02-07,pass
344,3917,2024-03-11,like
3926,2673,2024-03-29,like
2394,2084,2024-02-24,pass
1349,1342,2024-02-25,pass
4963,3090,2024-03-15,pass
86,1758,2024-03-20,pass
1041,1916,2024-02-12,pass
2292,2615,2024-02-23,like
1982,3434,2024-02-21,like
4876,4475,2024-03-12,pass
1933,3498,2024-02-05,pass
3011,1509,2024-03-16,pass
381,4929,2024-02-18,pass
779,3854,2024-03-18,pass
3307,4362,2024-03-08,pass
3456,2940,2024-02-16,pass
124,3845,2024-03-12,like
1084,918,2024-03-04,like
4597,3552,2024-02-07,like
2058,165,2024-03-22,like
971,2209,2024-02-10,pass
1450,3681,2024-02-04,pass
3219,4282,2024-02-20,pass
4553,1187,2024-02-12,pass
4708,1529,2024-02-16,like
1807,3127,2024-03-29,pass
4823,2538,2024-02-18,like
2645,137,2024-02-03,pass
3670,3019,2024-03-06,like
1529,685,2024-02-28,like
4383,2459,2024-03-16,like
4303,2976,2024-02-07,like
4646,1449,2024-02-26,pass
3328,3733,2024-03-16,like
2740,3404,2024-03-30,pass
2959,1031,2024-02-29,pass
2002,4886,2024-02-08,pass
714,3680,2024-02-24,pass
882,2627,2024-02-09,pass
2648,3258,2024-02-02,like
3247,4557,2024-02-26,pass
3000,1366,2024-03-11,pass
243,3008,2024-02-12,pass
660,2218,2024-03-25,pass
997,1052,2024-02-20,pass
971,4084,2024-03-18,pass
1541,570,2024-02-20,pass
651,773,2024-02-25,pass
2818,1207,2024-02-28,like
3764,480,2024-02-20,like
1270,828,2024-02-02,pass
2196,4141,2024-03-17,like
819,980,2024-02-05,pass
3058,1897,2024-03-05,pass
4766,4602,2024-03-24,pass
1200,4745,2024-02-23,pass
769,2183,2024-03-05,like
4515,3802,2024-03-12,like
1946,1644,2024-02-16,like
2825,3598,2024-02-01,like
3185,4451,2024-03-19,pass
4629,2339,2024-03-29,like
3152,2239,2024-02-16,pass
908,2579,2024-03-30,like
228,2363,2024-03-12,pass
1627,3392,2024-03-07,pass
1351,2753,2024-02-19,pass
3038,2065,2024-03-29,pass
4274,914,2024-02-19,like
2014,4504,2024-03-28,pass
4564,231,2024-03-14,pass
4718,3204,2024-03-10,pass
1896,87,2024-03-05,like
2308,4605,2024-03-22,pass
271,789,2024-03-20,pass
4508,4095,2024-03-24,like
393,667,2024-03-24,pass
4990,123,2024-03-01,like
594,4544,2024-02-09,pass
2610,3620,2024-02-15,pass
2585,62,2024-02-10,like
308,2479,2024-02-03,pass
4678,3394,2024-03-15,like
560,4393,2024-02-16,pass
4009,218,2024-03-09,pass
1396,3501,2024-02-15,pass
3457,79,2024-02-09,like
1138,2813,2024-02-03,like
4373,536,2024-03-26,like
4558,403,2024-03-21,like
3481,1735,2024-02-06,pass
3602,1520,2024-02-27,like
42,94,2024-02-07,pass
4116,192,2024-03-27,pass
1040,3755,2024-03-21,pass
647,3511,2024-02-15,pass
607,4046,2024-03-04,pass
2141,2491,2024-02-24,pass
2129,3120,2024-03-26,like
3973,4398,2024-02-24,pass
1938,3637,2024-02-19,like
658,4884,2024-02-23,like
3993,1242,2024-02-28,pass
456,486,2024-03-26,pass
4410,2000,2024-03-17,like
4448,1443,2024-02-04,like
2038,2696,2024-03-14,like
923,1986,2024-03-19,pass
4058,4636,2024-02-25,pass
327,4112,2024-02-15,pass
123,2507,2024-02-05,like
2226,2033,2024-03-27,pass
2,4416,2024-03-29,pass
1170,2469,2024-03-08,pass
2596,1148,2024-03-21,pass
2679,2593,2024-02-02,like
1066,1826,2024-03-13,pass
1382,4749,2024-02-21,pass
1675,4075,2024-02-12,pass
2619,2832,2024-03-23,pass
1738,3876,2024-02-12,pass
2097,1749,2024-02-09,pass
952,4647,2024-02-05,like
360,3191,2024-02-18,pass
752,437,2024-03-10,pass
640,4882,2024-03-28,pass
1866,1577,2024-02-01,pass
2141,1513,2024-02-29,pass
2739,4203,2024-03-30,pass
3289,1764,2024-03-25,like
4194,3108,2024-03-11,like
418,503,2024-03-06,like
1952,945,2024-02-20,like
4396,2245,2024-02-20,pass
560,324,2024-03-02,pass
784,1953,2024-03-31,pass
3772,4665,2024-03-30,like
2158,2371,2024-02-22,pass
1867,2504,2024-03-12,like
4623,2583,2024-03-28,pass
1126,283,2024-03-12,like
2654,418,2024-03-11,like
219,4857,2024-02-12,pass
2177,4289,2024-02-06,pass
4700,4617,2024-02-03,like
4651,2412,2024-03-09,like
4578,537,2024-03-25,pass
944,2126,2024-03-02,like
1092,1015,2024-03-07,like
3342,4562,2024-03-29,pass
1744,4337,2024-02-20,pass
3983,283,2024-03-10,pass
3810,4812,2024-02-02,pass
1681,1720,2024-03-01,pass
92,2095,2024-02-16,like
4020,4785,2024-03-05,like
1519,1678,2024-03-14,pass
2577,1620,2024-03-17,like
1416,4886,2024-02-25,like
4610,699,2024-02-20,like
440,1840,2024-03-18,like
1786,2406,2024-02-03,pass
4929,1477,2024-03-15,pass
439,3073,2024-03-21,like
1131,4295,2024-03-11,like
629,2053,2024-02-17,like
3017,596,2024-02-17,like
3081,1906,2024-03-08,pass
4238,169,2024-03-27,pass
3856,944,2024-03-13,pass
3753,2507,2024-03-23,like
3484,3405,2024-03-27,pass
3166,4017,2024-03-28,pass
705,1410,2024-03-20,like
924,1343,2024-03-08,pass
1366,723,2024-02-22,pass
2315,1953,2024-03-01,pass
1556,3813,2024-03-10,pass
2217,4471,2024-03-29,pass
4419,1305,2024-02-25,pass
3628,2928,2024-02-03,pass
4082,4712,2024-03-17,pass
2018,4605,2024-02-19,pass
4191,2597,2024-02-08,pass
362,237,2024-02-18,like
3007,681,2024-02-10,pass
3666,367,2024-03-09,like
3536,2797,2024-02-21,like
1805,2647,2024-03-05,pass
1825,1027,2024-03-16,pass
670,2834,2024-02-18,like
2315,2361,2024-03-14,pass
3398,2996,2024-03-20,pass
800,3632,2024-03-05,pass
133,2068,2024-03-19,like
3434,984,2024-03-05,like
547,2257,2024-03-25,pass
763,4205,2024-03-02,pass
2316,2956,2024-02-16,like
1068,4223,2024-03-05,like
1302,1990,2024-03-06,pass
1335,2118,2024-02-20,pass
266,2094,2024-02-26,like
2218,4921,2024-02-03,like
1240,2243,2024-03-20,pass
117,4220,2024-03-22,pass
3310,3751,2024-03-29,like
1975,580,2024-02-09,pass
2482,1965,2024-02-22,like
4184,2166,2024-02-03,pass
4330,320,2024-02-13,pass
609,1846,2024-03-05,like
530,4830,2024-02-12,like
3793,1202,2024-03-30,like
1877,2183,2024-02-15,like
1659,3543,2024-03-15,pass
4334,1472,2024-03-30,pass
409,2570,2024-03-12,like
1311,1102,2024-03-15,pass
218,2757,2024-03-25,pass
2451,3262,2024-03-29,pass
2532,2963,2024-03-31,pass
4209,33,2024-03-21,pass
4257,1141,2024-02-09,pass
1031,3975,2024-02-14,pass
1025,1566,2024-03-09,pass
2647,4644,2024-02-26,like
315,2918,2024-03-19,like
226,4470,2024-02-27,pass
479,4811,2024-03-05,pass
223,2667,2024-03-15,like
1716,4708,2024-03-26,like
4616,593,2024-03-31,pass
88,2211,2024-03-18,like
480,2111,2024-03-03,pass
309,176,2024-03-14,pass
540,3821,2024-02-16,pass
90,4418,2024-03-02,pass
2361,3931,2024-03-13,pass
180,2747,2024-03-29,like
549,1985,2024-02-15,like
2,834,2024-03-21,like
4002,1141,2024-03-10,pass
1058,1905,2024-03-16,pass
2274,335,2024-03-09,pass
4460,4470,2024-03-10,like
2933,4524,2024-02-29,like
4212,4216,2024-02-22,pass
2162,3648,2024-02-04,like
1566,987,2024-03-01,like
595,2344,2024-03-15,like
2768,4667,2024-03-03,pass
2155,3187,2024-03-20,pass
3770,1366,2024-03-29,pass
1935,4344,2024-02-04,pass
4283,3349,2024-02-01,like
3928,4187,2024-03-09,pass
1847,47,2024-03-08,pass
4921,4420,2024-03-07,pass
53,884,2024-03-11,like
257,589,2024-03-21,like
2094,1128,2024-02-07,pass
3332,1658,2024-03-09,pass
15,485,2024-03-15,pass
2897,4296,2024-03-08,pass
2676,1319,2024-02-24,pass
4108,3411,2024-03-04,pass
2049,2314,2024-02-15,pass
2125,2515,2024-02-25,pass
4638,2806,2024-02-25,pass
3786,3150,2024-02-14,like
996,751,2024-03-29,like
2950,2924,2024-02-12,pass
4146,4924,2024-03-11,pass
1666,870,2024-02-12,like
4442,4197,2024-02-16,pass
3932,3689,2024-02-25,pass
2726,951,2024-02-11,pass
2899,634,2024-02-05,pass
3987,1514,2024-02-14,pass
1332,4818,2024-03-15,like
2804,255,2024-02-29,like
4708,1381,2024-02-02,pass
1246,1212,2024-03-23,pass
2326,3371,2024-02-02,pass
685,4534,2024-03-21,pass
2366,2513,2024-02-12,like
3114,4821,2024-02-05,like
3139,3575,2024-02-12,pass
2953,3659,2024-03-04,pass
143,4688,2024-03-29,pass
1950,1559,2024-02-10,pass
154,820,2024-03-24,pass
3269,259,2024-03-20,pass
4474,3654,2024-03-06,like
534,148,2024-02-13,pass
3561,3279,2024-03-10,pass
3791,3694,2024-03-11,pass
4789,2078,2024-03-14,pass
787,2464,2024-03-20,like
466,2630,2024-02-10,pass
2520,912,2024-03-28,pass
141,3101,2024-02-15,pass
1728,278,2024-03-09,like
3640,924,2024-02-09,like
1992,5000,2024-02-26,like
810,1978,2024-02-02,like
1271,1282,2024-03-05,pass
2882,3608,2024-02-22,pass
703,780,2024-02-12,pass
170,2309,2024-02-17,like
2267,2574,2024-02-18,pass
2082,4300,2024-03-15,pass
2333,3867,2024-02-21,pass
1434,2626,2024-02-22,pass
1431,3249,2024-03-31,pass
3446,2605,2024-03-17,pass
265,3428,2024-02-21,pass
853,2665,2024-03-06,pass
1764,2666,2024-03-09,pass
7,3894,2024-02-25,like
4119,3741,2024-03-07,like
1440,2029,2024-02-13,pass
13,2289,2024-02-19,pass
2768,507,2024-02-15,like
948,2052,2024-02-10,pass
3713,961,2024-02-07,pass
3782,2947,2024-03-27,pass
1846,62,2024-03-14,like
3347,350,2024-02-24,like
3169,5,2024-03-29,like
4510,2092,2024-02-13,pass
1811,4271,2024-03-12,pass
1128,14,2024-02-27,like
2713,3968,2024-03-19,pass
3593,3879,2024-02-07,pass
3111,4674,2024-02-06,like
4536,2846,2024-02-16,pass
3110,2240,2024-02-05,like
4205,3713,2024-03-08,pass
2478,4423,2024-02-13,pass
1445,3010,2024-02-26,pass
381,607,2024-03-18,pass
1528,2419,2024-02-17,like
2622,4765,2024-02-11,like
3582,2958,2024-02-14,pass
3102,1852,2024-03-26,like
3650,939,2024-02-22,like
2823,2507,2024-03-10,pass
2206,3950,2024-03-29,pass
3233,4585,2024-03-02,like
3440,1057,2024-03-28,pass
1383,3165,2024-03-12,like
623,2886,2024-03-21,pass
4646,1802,2024-03-06,pass
2772,2004,2024-03-29,like
134,2103,2024-03-12,pass
4797,2433,2024-03-06,pass
4049,3435,2024-03-17,pass
2639,1849,2024-02-29,like
1276,3751,2024-02-29,pass
4302,3728,2024-02-28,pass
508,565,2024-02-20,like
530,4187,2024-02-05,pass
2239,3561,2024-03-19,like
3257,773,2024-03-29,pass
406,358,2024-02-28,pass
4184,3529,2024-03-02,like
4703,1978,2024-02-22,pass
4370,909,2024-02-28,pass
61,1027,2024-02-27,pass
82,1051,2024-02-26,like
3780,4146,2024-02-26,pass
3975,1893,2024-03-21,like
4632,310,2024-02-27,like
2720,893,2024-02-28,like
3111,568,2024-03-09,pass
4995,628,2024-02-19,pass
108,1658,2024-03-16,pass
3335,4056,2024-02-07,pass
1022,1586,2024-03-12,pass
2444,4202,2024-02-29,pass
3351,2904,2024-03-24,pass
1881,1364,2024-02-24,pass
3007,2331,2024-02-22,like
4625,3484,2024-02-08,pass
2275,4068,2024-02-20,pass
1216,3425,2024-02-23,pass
321,2490,2024-02-12,like
4438,3711,2024-03-12,like
1052,3918,2024-02-28,pass
3386,1443,2024-02-23,pass
3182,4851,2024-03-21,pass
4729,3112,2024-02-21,pass
3648,1247,2024-02-25,like
1539,4087,2024-03-04,pass
2560,3634,2024-02-04,like
2449,863,2024-02-09,pass
1519,3310,2024-03-12,like
1743,4294,2024-03-29,pass
1703,1435,2024-02-21,like
4741,2976,2024-03-19,pass
4175,623,2024-02-01,pass
1332,3870,2024-02-25,like
2669,3798,2024-03-03,like
1050,4057,2024-02-17,like
2215,2565,2024-03-14,like
685,388,2024-02-14,pass
2893,477,2024-03-29,like
1567,137,2024-03-17,like
461,1655,2024-02-21,pass
1064,2534,2024-02-03,pass
4896,936,2024-03-20,like
3941,53,2024-03-07,pass
4868,3272,2024-02-01,like
3665,3822,2024-03-13,like
2222,2912,2024-02-17,pass
3169,4512,2024-02-22,like
167,2528,2024-03-18,pass
559,1734,2024-03-10,like
3750,2023,2024-03-23,pass
1554,153,2024-03-26,like
4610,2414,2024-03-02,like
2462,78,2024-03-22,pass
2539,4720,2024-03-29,like
3591,498,2024-02-11,pass
2590,600,2024-02-04,like
2299,703,2024-03-08,like
1757,36,2024-02-19,like
2732,2917,2024-03-25,pass
4341,753,2024-03-02,pass
488,490,2024-02-27,like
1949,4675,2024-03-20,pass
4132,1319,2024-02-18,pass
3171,933,2024-03-10,pass
369,4625,2024-03-13,like
4016,4662,2024-03-24,like
959,4249,2024-02-14,like
258,1429,2024-02-05,pass
4597,2067,2024-02-23,like
4750,3971,2024-03-14,like
1636,2023,2024-03-08,like
479,2103,2024-03-13,like
4336,807,2024-03-19,pass
2416,325,2024-02-26,pass
3825,2172,2024-02-11,like
4828,3070,2024-02-27,like
4497,1532,2024-02-20,pass
3570,4891,2024-02-14,pass
4690,667,2024-03-10,pass
288,3325,2024-03-13,like
1687,781,2024-03-10,like
4230,3960,2024-03-08,like
1478,279,2024-03-17,pass
4321,3649,2024-03-11,pass
2685,2674,2024-02-28,pass
2032,3318,2024-03-12,like
4704,2639,2024-02-05,pass
2897,1000,2024-03-04,like
900,3815,2024-03-02,pass
4922,3930,2024-03-23,like
411,495,2024-03-27,like
374,2787,2024-02-26,like
4180,4977,2024-02-07,like
482,1781,2024-03-29,pass
272,4476,2024-03-28,pass
2054,3215,2024-03-05,like
3536,67,2024-02-03,pass
4615,454,2024-02-24,pass
3075,2756,2024-02-07,like
1761,4792,2024-03-17,like
817,1355,2024-02-28,pass
4583,62,2024-03-16,pass
797,939,2024-03-03,like
2535,369,2024-03-31,pass
1192,3611,2024-02-07,like
937,4829,2024-03-17,pass
2454,768,2024-02-09,like
4559,3305,2024-02-15,pass
2180,4097,2024-03-26,like
4602,3886,2024-02-09,pass
2681,2878,2024-03-05,pass
23,2872,2024-03-28,like
4710,2240,2024-03-08,like
3204,2664,2024-02-04,pass
452,101,2024-03-23,like
274,3298,2024-03-09,pass
1025,4476,2024-02-14,pass
3616,834,2024-02-18,like
2709,2477,2024-03-12,pass
166,956,2024-02-04,pass
297,18,2024-03-30,like
2027,2734,2024-02-03,pass
937,2081,2024-03-25,like
3051,4340,2024-02-19,like
96,4829,2024-02-27,pass
571,2589,2024-03-01,pass
141,1566,2024-03-25,pass
1955,586,2024-02-13,like
767,774,2024-03-04,pass
1627,575,2024-02-04,pass
833,1153,2024-03-25,like
4711,2569,2024-03-06,pass
654,4914,2024-02-19,pass
4126,4407,2024-03-15,pass
142,1401,2024-03-10,pass
2908,2832,2024-03-03,pass
2878,1962,2024-03-13,like
4607,1538,2024-03-16,pass
3526,2654,2024-03-26,like
3433,1785,2024-02-05,like
4556,4754,2024-02-17,like
1191,829,2024-03-27,pass
4362,2566,2024-03-06,pass
2991,627,2024-02-17,pass
384,1014,2024-02-17,like
3929,4877,2024-02-25,pass
2199,2575,2024-03-12,pass
571,4179,2024-02-08,like
2266,3976,2024-03-23,pass
2643,2647,2024-02-28,pass
3732,161,2024-03-17,like
2989,3985,2024-03-31,pass
4396,2612,2024-03-28,pass
1072,1596,2024-03-22,pass
762,4894,2024-03-16,like
2561,3273,2024-02-19,like
928,4642,2024-02-08,pass
2145,2856,2024-02-09,pass
1799,3279,2024-02-18,like
2138,1309,2024-03-25,like
3271,2782,2024-03-15,pass
3172,385,2024-02-03,pass
4248,2461,2024-03-31,pass
4822,2030,2024-02-27,like
4260,4830,2024-03-05,like
451,2619,2024-02-16,pass
818,1516,2024-03-26,like
955,4751,2024-03-27,pass
4581,2761,2024-03-19,pass
3886,4703,2024-03-01,like
3782,4156,2024-03-30,pass
2548,3106,2024-03-07,pass
3033,2750,2024-02-10,pass
2327,4112,2024-03-07,pass
4620,1024,2024-02-23,pass
3740,4576,2024-02-29,pass
1210,32,2024-03-28,like
829,2448,2024-03-16,pass
4584,1749,2024-03-02,like
4320,540,2024-03-11,like
4023,2938,2024-03-20,like
985,4885,2024-03-02,pass
1570,1240,2024-02-17,like
4197,4473,2024-02-05,pass
2814,22,2024-03-05,like
3346,4121,2024-02-25,like
2041,1582,2024-03-30,pass
2723,1066,2024-02-24,like
2480,2593,2024-02-13,pass
4645,2555,2024-02-11,like
1536,346,2024-03-11,pass
2438,1974,2024-02-18,like
1920,4911,2024-03-02,pass
3675,467,2024-02-02,pass
4859,2546,2024-02-22,pass
986,3384,2024-02-14,like
3367,153,2024-02-14,pass
4868,4298,2024-03-16,like
2960,4656,2024-02-11,pass
2673,3891,2024-03-07,pass
3347,4203,2024-02-09,pass
3449,2512,2024-02-04,pass
4881,2959,2024-03-03,pass
3245,2417,2024-03-31,pass
3970,1601,2024-03-27,like
2615,3526,2024-03-19,pass
2907,820,2024-03-09,pass
2052,147,2024-03-23,pass
496,2987,2024-02-14,pass
4452,4614,2024-03-19,like
4564,3443,2024-03-19,pass
4534,4548,2024-03-01,pass
4060,1674,2024-03-26,pass
828,4728,2024-03-23,pass
4797,171,2024-03-04,like
4142,4663,2024-02-14,pass
4705,381,2024-03-02,pass
4145,2679,2024-03-02,pass
2168,3318,2024-03-29,pass
3730,744,2024-02-15,pass
3833,1673,2024-02-01,pass
3146,4929,2024-02-08,like
1024,691,2024-03-26,pass
4280,721,2024-02-25,pass
820,4329,2024-03-24,pass
1607,881,2024-03-19,like
1693,558,2024-03-25,like
1363,3526,2024-02-26,pass
459,2607,2024-02-24,pass
2273,4540,2024-03-06,like
4786,569,2024-02-19,pass
3702,2111,2024-02-12,like
3743,4570,2024-02-13,pass
3597,4101,2024-02-16,pass
